Restriction list
Note: Group entries are split in different rows.
Export date: 26-Mar-2025 20:14:16
Last updated 12-Nov-2024. Database contains 74 unique substances/entries.

"Substance Identifier"	""	
"Entry no."	""	



"Substance name"	"Description"	"EC No."	"CAS No."	"Entry no."	"Conditions"	"Appendices"	"Standards"	"History"	"Q&As"	"Remarks"	"First published"	
"Nickel disilicide"	""	"235-379-3"	"12201-89-7"	"27"	"https://echa.europa.eu/documents/10162/3bbe9024-52a6-8e63-5581-e686331eb459"	""	"<a href=""https://standards.cencenelec.eu/dyn/www/f?p=CEN:110:0::::FSP_PROJECT,FSP_ORG_ID:65837,413439&cs=11CE3B335EC0E7D1F395E7774F8D5B9AD"">EN 1811:2023</a>""<a href=""https://standards.cen.eu/dyn/www/f?p=204:110:0::::FSP_PROJECT,FSP_ORG_ID:65833,413439&cs=1AC0C9913499251FF8308468E90169473"">EN 12472:2020</a>""<a href=""https://standards.cen.eu/dyn/www/f?p=204:110:0::::FSP_PROJECT,FSP_ORG_ID:35087,6151&cs=190FF52D3B7C2630A24DBFA86AD81474D"">EN 16128:2015</a>"	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1994.188.01.0001.01.ENG&toc=OJ:L:1994:188:TOC"">D 94/27/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2004.301.01.0051.01.ENG&toc=OJ:L:2004:301:TOC"">D 2004/96/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2009.164.01.0007.01.ENG&toc=OJ:L:2009:164:TOC"">R 552/2009</a>"	"<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/663"">entry 663</a>""<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/935"">entry 935</a>""<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/1911"">entry 1911</a>"	"Titles and references of standards to be used:  https://ec.europa.eu/docsroom/documents/45591"	"13-Jan-2016"	
"Nickel dichloride"	""	"231-743-0"	"7718-54-9"	"27"	"https://echa.europa.eu/documents/10162/3bbe9024-52a6-8e63-5581-e686331eb459"	""	"<a href=""https://standards.cencenelec.eu/dyn/www/f?p=CEN:110:0::::FSP_PROJECT,FSP_ORG_ID:65837,413439&cs=11CE3B335EC0E7D1F395E7774F8D5B9AD"">EN 1811:2023</a>""<a href=""https://standards.cen.eu/dyn/www/f?p=204:110:0::::FSP_PROJECT,FSP_ORG_ID:65833,413439&cs=1AC0C9913499251FF8308468E90169473"">EN 12472:2020</a>""<a href=""https://standards.cen.eu/dyn/www/f?p=204:110:0::::FSP_PROJECT,FSP_ORG_ID:35087,6151&cs=190FF52D3B7C2630A24DBFA86AD81474D"">EN 16128:2015</a>"	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1994.188.01.0001.01.ENG&toc=OJ:L:1994:188:TOC"">D 94/27/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2004.301.01.0051.01.ENG&toc=OJ:L:2004:301:TOC"">D 2004/96/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2009.164.01.0007.01.ENG&toc=OJ:L:2009:164:TOC"">R 552/2009</a>"	"<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/663"">entry 663</a>""<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/935"">entry 935</a>""<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/1911"">entry 1911</a>"	"Titles and references of standards to be used:  https://ec.europa.eu/docsroom/documents/45591"	"13-Jan-2016"	
"Bis(diisobutyldithiocarbamato)nickel"	""	"239-354-8"	"15317-78-9"	"27"	"https://echa.europa.eu/documents/10162/3bbe9024-52a6-8e63-5581-e686331eb459"	""	"<a href=""https://standards.cencenelec.eu/dyn/www/f?p=CEN:110:0::::FSP_PROJECT,FSP_ORG_ID:65837,413439&cs=11CE3B335EC0E7D1F395E7774F8D5B9AD"">EN 1811:2023</a>""<a href=""https://standards.cen.eu/dyn/www/f?p=204:110:0::::FSP_PROJECT,FSP_ORG_ID:65833,413439&cs=1AC0C9913499251FF8308468E90169473"">EN 12472:2020</a>""<a href=""https://standards.cen.eu/dyn/www/f?p=204:110:0::::FSP_PROJECT,FSP_ORG_ID:35087,6151&cs=190FF52D3B7C2630A24DBFA86AD81474D"">EN 16128:2015</a>"	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1994.188.01.0001.01.ENG&toc=OJ:L:1994:188:TOC"">D 94/27/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2004.301.01.0051.01.ENG&toc=OJ:L:2004:301:TOC"">D 2004/96/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2009.164.01.0007.01.ENG&toc=OJ:L:2009:164:TOC"">R 552/2009</a>"	"<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/663"">entry 663</a>""<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/935"">entry 935</a>""<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/1911"">entry 1911</a>"	"Titles and references of standards to be used:  https://ec.europa.eu/docsroom/documents/45591"	"13-Jan-2016"	
"Nickel bis(dimethyldithiocarbamate)"	""	"239-560-8"	"15521-65-0"	"27"	"https://echa.europa.eu/documents/10162/3bbe9024-52a6-8e63-5581-e686331eb459"	""	"<a href=""https://standards.cencenelec.eu/dyn/www/f?p=CEN:110:0::::FSP_PROJECT,FSP_ORG_ID:65837,413439&cs=11CE3B335EC0E7D1F395E7774F8D5B9AD"">EN 1811:2023</a>""<a href=""https://standards.cen.eu/dyn/www/f?p=204:110:0::::FSP_PROJECT,FSP_ORG_ID:65833,413439&cs=1AC0C9913499251FF8308468E90169473"">EN 12472:2020</a>""<a href=""https://standards.cen.eu/dyn/www/f?p=204:110:0::::FSP_PROJECT,FSP_ORG_ID:35087,6151&cs=190FF52D3B7C2630A24DBFA86AD81474D"">EN 16128:2015</a>"	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1994.188.01.0001.01.ENG&toc=OJ:L:1994:188:TOC"">D 94/27/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2004.301.01.0051.01.ENG&toc=OJ:L:2004:301:TOC"">D 2004/96/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2009.164.01.0007.01.ENG&toc=OJ:L:2009:164:TOC"">R 552/2009</a>"	"<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/663"">entry 663</a>""<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/935"">entry 935</a>""<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/1911"">entry 1911</a>"	"Titles and references of standards to be used:  https://ec.europa.eu/docsroom/documents/45591"	"13-Jan-2016"	
"Nickel dichromate"	""	"239-646-5"	"15586-38-6"	"27"	"https://echa.europa.eu/documents/10162/3bbe9024-52a6-8e63-5581-e686331eb459"	""	"<a href=""https://standards.cencenelec.eu/dyn/www/f?p=CEN:110:0::::FSP_PROJECT,FSP_ORG_ID:65837,413439&cs=11CE3B335EC0E7D1F395E7774F8D5B9AD"">EN 1811:2023</a>""<a href=""https://standards.cen.eu/dyn/www/f?p=204:110:0::::FSP_PROJECT,FSP_ORG_ID:65833,413439&cs=1AC0C9913499251FF8308468E90169473"">EN 12472:2020</a>""<a href=""https://standards.cen.eu/dyn/www/f?p=204:110:0::::FSP_PROJECT,FSP_ORG_ID:35087,6151&cs=190FF52D3B7C2630A24DBFA86AD81474D"">EN 16128:2015</a>"	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1994.188.01.0001.01.ENG&toc=OJ:L:1994:188:TOC"">D 94/27/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2004.301.01.0051.01.ENG&toc=OJ:L:2004:301:TOC"">D 2004/96/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2009.164.01.0007.01.ENG&toc=OJ:L:2009:164:TOC"">R 552/2009</a>"	"<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/663"">entry 663</a>""<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/935"">entry 935</a>""<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/1911"">entry 1911</a>"	"Titles and references of standards to be used:  https://ec.europa.eu/docsroom/documents/45591"	"13-Jan-2016"	
"Diammonium nickel bis(sulphate)"	""	"239-793-5"	"15699-18-0"	"27"	"https://echa.europa.eu/documents/10162/3bbe9024-52a6-8e63-5581-e686331eb459"	""	"<a href=""https://standards.cencenelec.eu/dyn/www/f?p=CEN:110:0::::FSP_PROJECT,FSP_ORG_ID:65837,413439&cs=11CE3B335EC0E7D1F395E7774F8D5B9AD"">EN 1811:2023</a>""<a href=""https://standards.cen.eu/dyn/www/f?p=204:110:0::::FSP_PROJECT,FSP_ORG_ID:65833,413439&cs=1AC0C9913499251FF8308468E90169473"">EN 12472:2020</a>""<a href=""https://standards.cen.eu/dyn/www/f?p=204:110:0::::FSP_PROJECT,FSP_ORG_ID:35087,6151&cs=190FF52D3B7C2630A24DBFA86AD81474D"">EN 16128:2015</a>"	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1994.188.01.0001.01.ENG&toc=OJ:L:1994:188:TOC"">D 94/27/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2004.301.01.0051.01.ENG&toc=OJ:L:2004:301:TOC"">D 2004/96/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2009.164.01.0007.01.ENG&toc=OJ:L:2009:164:TOC"">R 552/2009</a>"	"<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/663"">entry 663</a>""<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/935"">entry 935</a>""<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/1911"">entry 1911</a>"	"Titles and references of standards to be used:  https://ec.europa.eu/docsroom/documents/45591"	"13-Jan-2016"	
"Hexakis(1H-imidazole-N3)nickel(2+) dichloride"	""	"239-841-5"	"15751-00-5"	"27"	"https://echa.europa.eu/documents/10162/3bbe9024-52a6-8e63-5581-e686331eb459"	""	"<a href=""https://standards.cencenelec.eu/dyn/www/f?p=CEN:110:0::::FSP_PROJECT,FSP_ORG_ID:65837,413439&cs=11CE3B335EC0E7D1F395E7774F8D5B9AD"">EN 1811:2023</a>""<a href=""https://standards.cen.eu/dyn/www/f?p=204:110:0::::FSP_PROJECT,FSP_ORG_ID:65833,413439&cs=1AC0C9913499251FF8308468E90169473"">EN 12472:2020</a>""<a href=""https://standards.cen.eu/dyn/www/f?p=204:110:0::::FSP_PROJECT,FSP_ORG_ID:35087,6151&cs=190FF52D3B7C2630A24DBFA86AD81474D"">EN 16128:2015</a>"	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1994.188.01.0001.01.ENG&toc=OJ:L:1994:188:TOC"">D 94/27/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2004.301.01.0051.01.ENG&toc=OJ:L:2004:301:TOC"">D 2004/96/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2009.164.01.0007.01.ENG&toc=OJ:L:2009:164:TOC"">R 552/2009</a>"	"<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/663"">entry 663</a>""<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/935"">entry 935</a>""<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/1911"">entry 1911</a>"	"Titles and references of standards to be used:  https://ec.europa.eu/docsroom/documents/45591"	"13-Jan-2016"	
"Nickel triuranium decaoxide"	""	"239-876-6"	"15780-33-3"	"27"	"https://echa.europa.eu/documents/10162/3bbe9024-52a6-8e63-5581-e686331eb459"	""	"<a href=""https://standards.cencenelec.eu/dyn/www/f?p=CEN:110:0::::FSP_PROJECT,FSP_ORG_ID:65837,413439&cs=11CE3B335EC0E7D1F395E7774F8D5B9AD"">EN 1811:2023</a>""<a href=""https://standards.cen.eu/dyn/www/f?p=204:110:0::::FSP_PROJECT,FSP_ORG_ID:65833,413439&cs=1AC0C9913499251FF8308468E90169473"">EN 12472:2020</a>""<a href=""https://standards.cen.eu/dyn/www/f?p=204:110:0::::FSP_PROJECT,FSP_ORG_ID:35087,6151&cs=190FF52D3B7C2630A24DBFA86AD81474D"">EN 16128:2015</a>"	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1994.188.01.0001.01.ENG&toc=OJ:L:1994:188:TOC"">D 94/27/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2004.301.01.0051.01.ENG&toc=OJ:L:2004:301:TOC"">D 2004/96/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2009.164.01.0007.01.ENG&toc=OJ:L:2009:164:TOC"">R 552/2009</a>"	"<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/663"">entry 663</a>""<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/935"">entry 935</a>""<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/1911"">entry 1911</a>"	"Titles and references of standards to be used:  https://ec.europa.eu/docsroom/documents/45591"	"13-Jan-2016"	
"Formic acid, nickel salt"	""	"239-946-6"	"15843-02-4"	"27"	"https://echa.europa.eu/documents/10162/3bbe9024-52a6-8e63-5581-e686331eb459"	""	"<a href=""https://standards.cencenelec.eu/dyn/www/f?p=CEN:110:0::::FSP_PROJECT,FSP_ORG_ID:65837,413439&cs=11CE3B335EC0E7D1F395E7774F8D5B9AD"">EN 1811:2023</a>""<a href=""https://standards.cen.eu/dyn/www/f?p=204:110:0::::FSP_PROJECT,FSP_ORG_ID:65833,413439&cs=1AC0C9913499251FF8308468E90169473"">EN 12472:2020</a>""<a href=""https://standards.cen.eu/dyn/www/f?p=204:110:0::::FSP_PROJECT,FSP_ORG_ID:35087,6151&cs=190FF52D3B7C2630A24DBFA86AD81474D"">EN 16128:2015</a>"	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1994.188.01.0001.01.ENG&toc=OJ:L:1994:188:TOC"">D 94/27/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2004.301.01.0051.01.ENG&toc=OJ:L:2004:301:TOC"">D 2004/96/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2009.164.01.0007.01.ENG&toc=OJ:L:2009:164:TOC"">R 552/2009</a>"	"<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/663"">entry 663</a>""<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/935"">entry 935</a>""<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/1911"">entry 1911</a>"	"Titles and references of standards to be used:  https://ec.europa.eu/docsroom/documents/45591"	"13-Jan-2016"	
"Bis[2-hydroxy-4-(octyloxy)benzophenonato]nickel"	""	"239-949-2"	"15843-91-1"	"27"	"https://echa.europa.eu/documents/10162/3bbe9024-52a6-8e63-5581-e686331eb459"	""	"<a href=""https://standards.cencenelec.eu/dyn/www/f?p=CEN:110:0::::FSP_PROJECT,FSP_ORG_ID:65837,413439&cs=11CE3B335EC0E7D1F395E7774F8D5B9AD"">EN 1811:2023</a>""<a href=""https://standards.cen.eu/dyn/www/f?p=204:110:0::::FSP_PROJECT,FSP_ORG_ID:65833,413439&cs=1AC0C9913499251FF8308468E90169473"">EN 12472:2020</a>""<a href=""https://standards.cen.eu/dyn/www/f?p=204:110:0::::FSP_PROJECT,FSP_ORG_ID:35087,6151&cs=190FF52D3B7C2630A24DBFA86AD81474D"">EN 16128:2015</a>"	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1994.188.01.0001.01.ENG&toc=OJ:L:1994:188:TOC"">D 94/27/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2004.301.01.0051.01.ENG&toc=OJ:L:2004:301:TOC"">D 2004/96/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2009.164.01.0007.01.ENG&toc=OJ:L:2009:164:TOC"">R 552/2009</a>"	"<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/663"">entry 663</a>""<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/935"">entry 935</a>""<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/1911"">entry 1911</a>"	"Titles and references of standards to be used:  https://ec.europa.eu/docsroom/documents/45591"	"13-Jan-2016"	
"Nickel tellurium trioxide"	""	"239-967-0"	"15851-52-2"	"27"	"https://echa.europa.eu/documents/10162/3bbe9024-52a6-8e63-5581-e686331eb459"	""	"<a href=""https://standards.cencenelec.eu/dyn/www/f?p=CEN:110:0::::FSP_PROJECT,FSP_ORG_ID:65837,413439&cs=11CE3B335EC0E7D1F395E7774F8D5B9AD"">EN 1811:2023</a>""<a href=""https://standards.cen.eu/dyn/www/f?p=204:110:0::::FSP_PROJECT,FSP_ORG_ID:65833,413439&cs=1AC0C9913499251FF8308468E90169473"">EN 12472:2020</a>""<a href=""https://standards.cen.eu/dyn/www/f?p=204:110:0::::FSP_PROJECT,FSP_ORG_ID:35087,6151&cs=190FF52D3B7C2630A24DBFA86AD81474D"">EN 16128:2015</a>"	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1994.188.01.0001.01.ENG&toc=OJ:L:1994:188:TOC"">D 94/27/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2004.301.01.0051.01.ENG&toc=OJ:L:2004:301:TOC"">D 2004/96/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2009.164.01.0007.01.ENG&toc=OJ:L:2009:164:TOC"">R 552/2009</a>"	"<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/663"">entry 663</a>""<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/935"">entry 935</a>""<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/1911"">entry 1911</a>"	"Titles and references of standards to be used:  https://ec.europa.eu/docsroom/documents/45591"	"13-Jan-2016"	
"Nickel tellurium tetraoxide"	""	"239-974-9"	"15852-21-8"	"27"	"https://echa.europa.eu/documents/10162/3bbe9024-52a6-8e63-5581-e686331eb459"	""	"<a href=""https://standards.cencenelec.eu/dyn/www/f?p=CEN:110:0::::FSP_PROJECT,FSP_ORG_ID:65837,413439&cs=11CE3B335EC0E7D1F395E7774F8D5B9AD"">EN 1811:2023</a>""<a href=""https://standards.cen.eu/dyn/www/f?p=204:110:0::::FSP_PROJECT,FSP_ORG_ID:65833,413439&cs=1AC0C9913499251FF8308468E90169473"">EN 12472:2020</a>""<a href=""https://standards.cen.eu/dyn/www/f?p=204:110:0::::FSP_PROJECT,FSP_ORG_ID:35087,6151&cs=190FF52D3B7C2630A24DBFA86AD81474D"">EN 16128:2015</a>"	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1994.188.01.0001.01.ENG&toc=OJ:L:1994:188:TOC"">D 94/27/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2004.301.01.0051.01.ENG&toc=OJ:L:2004:301:TOC"">D 2004/96/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2009.164.01.0007.01.ENG&toc=OJ:L:2009:164:TOC"">R 552/2009</a>"	"<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/663"">entry 663</a>""<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/935"">entry 935</a>""<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/1911"">entry 1911</a>"	"Titles and references of standards to be used:  https://ec.europa.eu/docsroom/documents/45591"	"13-Jan-2016"	
"Nickel(2+) trifluoroacetate"	""	"240-235-8"	"16083-14-0"	"27"	"https://echa.europa.eu/documents/10162/3bbe9024-52a6-8e63-5581-e686331eb459"	""	"<a href=""https://standards.cencenelec.eu/dyn/www/f?p=CEN:110:0::::FSP_PROJECT,FSP_ORG_ID:65837,413439&cs=11CE3B335EC0E7D1F395E7774F8D5B9AD"">EN 1811:2023</a>""<a href=""https://standards.cen.eu/dyn/www/f?p=204:110:0::::FSP_PROJECT,FSP_ORG_ID:65833,413439&cs=1AC0C9913499251FF8308468E90169473"">EN 12472:2020</a>""<a href=""https://standards.cen.eu/dyn/www/f?p=204:110:0::::FSP_PROJECT,FSP_ORG_ID:35087,6151&cs=190FF52D3B7C2630A24DBFA86AD81474D"">EN 16128:2015</a>"	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1994.188.01.0001.01.ENG&toc=OJ:L:1994:188:TOC"">D 94/27/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2004.301.01.0051.01.ENG&toc=OJ:L:2004:301:TOC"">D 2004/96/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2009.164.01.0007.01.ENG&toc=OJ:L:2009:164:TOC"">R 552/2009</a>"	"<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/663"">entry 663</a>""<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/935"">entry 935</a>""<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/1911"">entry 1911</a>"	"Titles and references of standards to be used:  https://ec.europa.eu/docsroom/documents/45591"	"13-Jan-2016"	
"[[2,2'-sulphonylbis[4-(1,1,3,3-tetramethylbutyl)phenolato]](2-)-O1,O1',O2]nickel"	""	"240-485-8"	"16432-37-4"	"27"	"https://echa.europa.eu/documents/10162/3bbe9024-52a6-8e63-5581-e686331eb459"	""	"<a href=""https://standards.cencenelec.eu/dyn/www/f?p=CEN:110:0::::FSP_PROJECT,FSP_ORG_ID:65837,413439&cs=11CE3B335EC0E7D1F395E7774F8D5B9AD"">EN 1811:2023</a>""<a href=""https://standards.cen.eu/dyn/www/f?p=204:110:0::::FSP_PROJECT,FSP_ORG_ID:65833,413439&cs=1AC0C9913499251FF8308468E90169473"">EN 12472:2020</a>""<a href=""https://standards.cen.eu/dyn/www/f?p=204:110:0::::FSP_PROJECT,FSP_ORG_ID:35087,6151&cs=190FF52D3B7C2630A24DBFA86AD81474D"">EN 16128:2015</a>"	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1994.188.01.0001.01.ENG&toc=OJ:L:1994:188:TOC"">D 94/27/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2004.301.01.0051.01.ENG&toc=OJ:L:2004:301:TOC"">D 2004/96/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2009.164.01.0007.01.ENG&toc=OJ:L:2009:164:TOC"">R 552/2009</a>"	"<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/663"">entry 663</a>""<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/935"">entry 935</a>""<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/1911"">entry 1911</a>"	"Titles and references of standards to be used:  https://ec.europa.eu/docsroom/documents/45591"	"13-Jan-2016"	
"Nickel sulphide"	""	"240-841-2"	"16812-54-7"	"27"	"https://echa.europa.eu/documents/10162/3bbe9024-52a6-8e63-5581-e686331eb459"	""	"<a href=""https://standards.cencenelec.eu/dyn/www/f?p=CEN:110:0::::FSP_PROJECT,FSP_ORG_ID:65837,413439&cs=11CE3B335EC0E7D1F395E7774F8D5B9AD"">EN 1811:2023</a>""<a href=""https://standards.cen.eu/dyn/www/f?p=204:110:0::::FSP_PROJECT,FSP_ORG_ID:65833,413439&cs=1AC0C9913499251FF8308468E90169473"">EN 12472:2020</a>""<a href=""https://standards.cen.eu/dyn/www/f?p=204:110:0::::FSP_PROJECT,FSP_ORG_ID:35087,6151&cs=190FF52D3B7C2630A24DBFA86AD81474D"">EN 16128:2015</a>"	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1994.188.01.0001.01.ENG&toc=OJ:L:1994:188:TOC"">D 94/27/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2004.301.01.0051.01.ENG&toc=OJ:L:2004:301:TOC"">D 2004/96/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2009.164.01.0007.01.ENG&toc=OJ:L:2009:164:TOC"">R 552/2009</a>"	"<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/663"">entry 663</a>""<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/935"">entry 935</a>""<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/1911"">entry 1911</a>"	"Titles and references of standards to be used:  https://ec.europa.eu/docsroom/documents/45591"	"13-Jan-2016"	
